PC1,PC2,Cluster,Title
-1.711433510419259,-0.890553946287724,0,Boomerang (1992)
1.3337962238170964,-0.5887877824006765,2,Chungking Express (Chung Hing sam lam) (1994)
0.48778579630932584,0.07575156312320391,2,Flirting With Disaster (1996)
-0.5192883569936482,-0.0008424937226722726,2,Jade (1995)
-2.4195648510009886,-0.9551217286142586,0,Down Periscope (1996)
-0.8693073673669736,-0.4384268247914836,2,Up Close and Personal (1996)
-1.294029565857069,-0.37458563111811427,2,"Birdcage, The (1996)"
-0.33665401851116816,0.08688377891207129,2,"Brothers McMullen, The (1995)"
-2.6938086812410105,1.7207403710483984,0,Bad Boys (1995)
0.00683936562321985,0.045934024310995046,2,"Basketball Diaries, The (1995)"
2.405963782745871,3.7658118370966718,2,Apollo 13 (1995)
-0.41211031882732485,0.3005773633578199,2,Rob Roy (1995)
-9.0692404910108,3.154616664849492,0,Batman Forever (1995)
0.33455115175902034,-0.8615302888927548,2,Beauty of the Day (Belle de jour) (1967)
-1.0215472889588373,-0.47579988431224357,2,Canadian Bacon (1995)
-4.720634310956801,0.6287354506867238,0,Casper (1995)
0.18446285003798282,-0.08464478322110792,2,Clockers (1995)
-6.512152517292788,-0.9860545449424453,0,Congo (1995)
0.532111802090757,1.3884714154463405,2,Crimson Tide (1995)
0.7870741760280834,-0.9102364089491072,2,Crumb (1994)
-0.2104570349396791,0.5878481180680217,2,Desperado (1995)
-0.13110313558473952,-0.2587798669743237,2,Devil in a Blue Dress (1995)
0.09377548382347776,2.9576601160003015,2,Die Hard: With a Vengeance (1995)
-2.7629941689706183,-0.18762102194481256,0,First Knight (1995)
-2.574511789191926,-0.9262438004956023,0,Free Willy 2: The Adventure Home (1995)
-1.304341341617535,0.3747096586398173,2,Hackers (1995)
-4.452720808553301,-0.8883751028161591,0,Johnny Mnemonic (1995)
-8.408164468456446,-1.794702626303953,0,Judge Dredd (1995)
-1.7112196037912628,-0.5909974591936813,0,Jury Duty (1995)
0.12596992326034387,-0.3820188551189463,2,Kids (1995)
0.40624541934477737,0.10333569100959396,2,Living in Oblivion (1995)
-0.7958308644776885,-0.24982895425704663,2,Lord of Illusions (1995)
0.390324656973569,0.5438871982053789,2,Mallrats (1995)
-2.988643481574258,-0.8486045460735107,0,Mighty Morphin Power Rangers: The Movie (1995)
-6.7305127577924315,0.6750729817332289,0,"Net, The (1995)"
-3.050008797098515,-0.8580093898824791,0,Nine Months (1995)
-0.5943618341277606,0.1622693612092892,2,"Prophecy, The (1995)"
-0.587510723433947,-0.2291270506746096,2,"Scarlet Letter, The (1995)"
-6.51467008264281,-0.03758038422930857,0,Showgirls (1995)
0.3768005143754804,-0.19022084192170524,2,Smoke (1995)
-0.5161767227407884,-0.12420215234396681,2,Something to Talk About (1995)
-4.9580592283205,-0.6194295003757679,0,Species (1995)
0.518013678072728,0.45398992097983715,2,Strange Days (1995)
0.6655376239420883,-0.19407459769437974,2,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)"
-1.1350908781110842,-0.7058106748774916,2,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)"
-3.0422104276067903,-0.3934471166630872,0,Under Siege 2: Dark Territory (1995)
-0.9051472057132363,0.01708919062634011,2,"Walk in the Clouds, A (1995)"
-9.58965568129398,0.07320071232251978,0,Waterworld (1995)
0.12571477030220615,-0.11268762810242798,2,Burnt by the Sun (Utomlyonnye solntsem) (1994)
3.073674483437234,-0.5370366100324685,2,Before Sunrise (1995)
-1.0950514872950294,-0.5680997681036557,2,Billy Madison (1995)
-0.4788737745997654,-0.5526739049436721,2,Boys on the Side (1995)
-0.21911937013148858,-0.18465822149224861,2,Circle of Friends (1995)
5.2020444686133125,-1.2348470439111274,1,Clerks (1994)
-0.42172967183476134,-0.09824649453373104,2,Don Juan DeMarco (1995)
-0.7494469205650455,0.165656527028715,2,Disclosure (1994)
-1.473008442325935,-0.7973250123251726,0,Drop Zone (1994)
0.2333734480064764,0.0233409864129264,2,Death and the Maiden (1994)
0.10143195603312626,-0.040872747760188795,2,Dolores Claiborne (1995)
-5.4564965185457375,0.6730889472489867,0,Dumb & Dumber (Dumb and Dumber) (1994)
1.3643767540844078,-0.29616531672345753,2,Eat Drink Man Woman (Yin shi nan nu) (1994)
-0.09897337920650978,-0.287592577566555,2,Exotica (1994)
-1.1872358257011364,-0.6732960557227687,2,Exit to Eden (1994)
2.978177962332057,-2.252918769284821,2,Ed Wood (1994)
-1.7362031947212622,-0.2785443107512038,0,French Kiss (1995)
-1.306203290485807,-0.3917145805463861,2,Forget Paris (1995)
-1.4338784418293908,0.36173009527793726,0,"Goofy Movie, A (1995)"
1.9758246906058252,-0.825989710051587,2,Hoop Dreams (1994)
1.2291223480416824,-0.688217537736628,2,Heavenly Creatures (1994)
-1.0401748589302384,-0.7796709831654687,2,Houseguest (1994)
0.20081079131727161,0.6108169711533681,2,Immortal Beloved (1994)
-1.26895214588103,-0.0036967933448749375,2,I.Q. (1994)
1.9522970251673006,0.6938363401179822,2,Interview with the Vampire: The Vampire Chronicles (1994)
-5.585312873705357,-1.7051838631557734,0,Junior (1994)
-0.23809260745098498,-0.5762881616183322,2,Just Cause (1995)
-0.8018486648997317,-0.36195977760091197,2,"Kid in King Arthur's Court, A (1995)"
12.016237322136167,3.576592694799995,1,Star Wars: Episode IV - A New Hope (1977)
0.4593891770527131,0.3080425745169555,2,Little Women (1994)
0.07518529852661097,0.4102522485968983,2,"Little Princess, A (1995)"
0.4173464556192959,0.2655685949180948,2,Like Water for Chocolate (Como agua para chocolate) (1992)
0.41235816362011835,0.43102153525289905,2,Legends of the Fall (1994)
-1.6130160150173203,-0.3532773660654434,0,Major Payne (1995)
0.5953697031820792,-0.08968719097843157,2,"Madness of King George, The (1994)"
-1.0364974179713973,0.18932407972768364,2,Mary Shelley's Frankenstein (Frankenstein) (1994)
-1.6903654643863701,-0.31381225366451976,0,Milk Money (1994)
-1.2430835808529745,-0.6160739428506676,2,Miracle on 34th Street (1994)
0.32401755432866997,0.7715622996810766,2,Murder in the First (1995)
-0.22887569004564087,-0.5622709285461845,2,Nobody's Fool (1994)
-1.0004731895117058,-0.15875242040284013,2,Nell (1994)
-0.5100387715684501,-0.9119123004078782,2,Natural Born Killers (1994)
-0.4471894718954883,-0.13196794823925448,2,Only You (1994)
0.9445134410713625,-0.5516058874339264,2,Once Were Warriors (1994)
-2.3287374329079786,0.7132711850980126,0,Outbreak (1995)
8.89180111685922,0.42282686314770007,1,Léon: The Professional (a.k.a. The Professional) (Léon) (1994)
16.216619862775865,-3.417165006874297,1,Pulp Fiction (1994)
0.014399908723100057,0.05560954769097985,2,Priest (1994)
1.1918877244108854,-0.12890628969671153,2,Quiz Show (1994)
0.47553916471727603,-0.31105385611442093,2,"Queen Margot (Reine Margot, La) (1994)"
-1.570126143375575,0.8302762815351473,0,"Quick and the Dead, The (1995)"
-1.3870772256837545,-0.16899144367225924,2,Ready to Wear (Pret-A-Porter) (1994)
1.3067695880789858,-1.4372584736988525,2,Three Colors: Red (Trois couleurs: Rouge) (1994)
1.418159472530343,-1.029406023880924,2,Three Colors: Blue (Trois couleurs: Bleu) (1993)
1.5473069161372415,-0.9948895745134694,2,Three Colors: White (Trzy kolory: Bialy) (1994)
0.12416571636698714,-0.24995383132010576,2,"Secret of Roan Inish, The (1994)"
-3.6101310400896502,-0.9390640217576564,0,"Specialist, The (1994)"
-2.1746540051785583,3.1656370417141684,0,Stargate (1994)
-4.568364694460203,0.2523702901338581,0,"Santa Clause, The (1994)"
15.013409568338377,3.913387151789771,1,"Shawshank Redemption, The (1994)"
1.6142219337598354,-0.582627148471667,2,Shallow Grave (1994)
0.17203994657249863,0.16403893852798493,2,Swimming with Sharks (1995)
-2.7260947146959404,-0.5250122972748661,0,Tank Girl (1995)
-0.4529130994574591,0.3844158317984431,2,Tales from the Crypt Presents: Demon Knight (1995)
-2.244212993677755,0.02385660607784983,0,Star Trek: Generations (1994)
-1.2643991746067595,-0.26873991354780113,0,Village of the Damned (1995)
-0.5651311972726074,1.0808509065007716,2,Tommy Boy (1995)
2.6321810827784917,-0.7853486861799986,2,What's Eating Gilbert Grape (1993)
-1.976701184572534,-1.2378690610477967,0,Virtuosity (1995)
-1.5393526014332781,0.9684299509535427,2,While You Were Sleeping (1995)
-0.5515289994817857,-0.5319157263685775,2,Muriel's Wedding (1994)
-7.1232083092643785,3.2239693544555883,0,Ace Ventura: Pet Detective (1994)
0.8272379679266102,-0.49746410161758453,2,"Adventures of Priscilla, Queen of the Desert, The (1994)"
0.28472631391545683,-0.18317110918711585,2,Bitter Moon (1992)
0.39697418416513264,-0.08612940334487573,2,Bullets Over Broadway (1994)
-0.1254999355739649,2.000183651714567,2,Clear and Present Danger (1994)
-0.4391954352104488,0.47903292415473986,2,"Client, The (1994)"
-0.5109633782471349,0.13676435173723742,2,"Corrina, Corrina (1994)"
1.0278218580978156,0.6376537993147442,2,"Crow, The (1994)"
-7.069385688168047,-1.4778670588473513,0,"Flintstones, The (1994)"
8.473993661969104,3.977478467548379,1,Forrest Gump (1994)
-0.38414254318012286,1.1703655194739817,2,Four Weddings and a Funeral (1994)
-0.48358850752376586,0.3408199672149122,2,Higher Learning (1995)
-0.9532987265421268,-0.9028541337842638,2,I Love Trouble (1994)
-0.9164393368654786,-0.32856623722855666,2,It Could Happen to You (1994)
-0.9402402623093588,-0.46428599406161664,2,"Jungle Book, The (1994)"
3.777777923632146,4.895379699634818,1,"Lion King, The (1994)"
-0.15630468792465863,-0.01641838656490686,2,Little Buddha (1993)
-1.0933175627777616,-0.09317328735748551,2,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)"
-7.792083244192428,2.6688171986302245,0,"Mask, The (1994)"
-0.21518708520621846,0.876161463695122,2,Maverick (1994)
-4.210377789657901,-0.832373110282782,0,Naked Gun 33 1/3: The Final Insult (1994)
-0.21298343073288725,-0.5800812916814153,2,"Paper, The (1994)"
-0.6115835124910678,-0.12579205370266075,2,Reality Bites (1994)
0.36644193107322576,-0.06681978811583279,2,Red Rock West (1992)
-5.753312383760958,-0.6972948354531705,0,Richie Rich (1994)
-1.3197673075464127,0.22324645374070104,2,"River Wild, The (1994)"
-3.090607315131801,6.203960352075314,0,Speed (1994)
-0.48011274242941837,-0.3659276787667454,2,Speechless (1994)
-3.4227962305447486,-0.6551299371930952,0,Timecop (1994)
-1.8624300817537336,3.6637386805210914,2,True Lies (1994)
-0.455348953294026,0.029062773218667425,2,When a Man Loves a Woman (1994)
-1.71434043706338,-0.020019343880579472,0,Wolf (1994)
-0.5340926489005594,-0.05065094599642278,2,Wyatt Earp (1994)
-4.10012675138577,-1.4071488131000565,0,Street Fighter (1994)
-1.6409986879729042,-0.1894504838753409,0,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994)
0.2661856228503212,-0.2775471589844912,2,In the Mouth of Madness (1995)
-3.726739349867907,-0.08262225350036749,0,Addams Family Values (1993)
0.289870303018304,0.0808676811880283,2,"Age of Innocence, The (1993)"
-1.5020809460206546,-1.3459489276217416,0,Airheads (1994)
-1.2363132400104022,-0.5830748047045518,2,Another Stakeout (1993)
-0.35962243018525014,-0.2074332769035074,2,Bad Girls (1994)
-0.08853075947714874,-0.009510070046093437,2,Barcelona (1994)
-2.602955269037525,-1.3499424846455577,0,"Beverly Hillbillies, The (1993)"
-4.947636197530379,-1.4877424724270787,0,Beverly Hills Cop III (1994)
0.18090381294974733,-0.03669896374148918,2,Black Beauty (1994)
-0.9357390542697321,0.3995722093898432,2,Blown Away (1994)
-0.5244411195531727,-0.11953328676651234,2,Body Snatchers (1993)
-1.2757881399689006,-0.5347266923688225,2,Boxing Helena (1993)
0.3391011187738643,0.13101336185592696,2,"Bronx Tale, A (1993)"
-1.8930262896991694,-1.3491157175460349,0,Cabin Boy (1994)
1.643840954099175,-0.276858767423994,2,Carlito's Way (1993)
-4.1602271445494114,-0.6843763937105678,0,City Slickers II: The Legend of Curly's Gold (1994)
-7.11081949177255,0.9079794744835074,0,Cliffhanger (1993)
-4.059009195216683,-2.6339505061119315,0,Coneheads (1993)
-0.7758105967599428,-0.7481568426730454,2,Cops and Robbersons (1994)
-0.03686437182373128,1.0343663223190986,2,Dave (1993)
0.5546840252998528,-1.4631179394061782,2,Dazed and Confused (1993)
-4.518929621183725,0.7508903402735685,0,Demolition Man (1993)
0.4338515500388428,-0.6539134437665224,2,Farewell My Concubine (Ba wang bie ji) (1993)
0.1003329072372193,-0.08184377816631538,2,Fearless (1993)
0.05319241473508689,0.06311590395727922,2,With Honors (1994)
0.17076956638205307,1.0610450966868314,2,"Firm, The (1993)"
-5.17148102713882,-0.4522274045012268,0,Free Willy (1993)
4.524907272094406,3.823958129907909,1,"Fugitive, The (1993)"
-0.8830472722878091,-0.1332615630684217,2,Hard Target (1993)
-3.8037644414719,-0.039284854479026306,0,Hot Shots! Part Deux (1993)
-0.4389328293611998,0.3535155699165234,2,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)"
1.3843098238171383,-0.21522913683082817,2,"Hudsucker Proxy, The (1994)"
0.9392799206194198,1.2677478721315412,2,In the Line of Fire (1993)
1.58163185012492,-0.6463702954909022,2,In the Name of the Father (1993)
0.14849406685824354,0.08204458950702541,2,What's Love Got to Do with It? (1993)
3.0059498566118292,6.424520604999933,2,Jurassic Park (1993)
-0.2621757346627264,0.03585646608599183,2,Kalifornia (1993)
-0.3097023315113644,-0.5716408233319191,2,Killing Zoe (1994)
-4.937138917684944,-0.8299368339505703,0,Last Action Hero (1993)
-1.5991755324020798,-0.9237598037405244,0,Made in America (1993)
-0.3338259518985791,0.012821938522896476,2,Malice (1993)
-0.7020972112794883,-0.015719255832852084,2,"Man Without a Face, The (1993)"
-0.021262598179967403,-0.12899077496149894,2,Manhattan Murder Mystery (1993)
0.3681547538264075,-0.38660659780993717,2,Menace II Society (1993)
-1.3922272059906835,0.3127542981594749,2,Executive Decision (1996)
1.344674917136444,-0.0916017673481943,2,Much Ado About Nothing (1993)
-5.3340127714376955,4.059906702628802,0,Mrs. Doubtfire (1993)
0.6782856225990996,-0.9132413715742934,2,Naked (1993)
-3.9585815775772133,-1.494444149905132,0,"Next Karate Kid, The (1994)"
0.17099960627206962,-0.20827480729723366,2,"Perfect World, A (1993)"
1.413039810310857,1.1763857849286683,2,Philadelphia (1993)
0.6491226620196962,-1.276146090120067,2,"Piano, The (1993)"
0.07152594271759023,-0.18979393005352332,2,"Ref, The (1994)"
1.591806242899892,-0.7463904071623346,2,"Remains of the Day, The (1993)"
-1.1197306238990876,-1.0898825319797285,2,Renaissance Man (1994)
-0.8538824323651676,-0.11255037733279259,2,Rising Sun (1993)
-4.501174354883935,-0.002765049183174145,0,RoboCop 3 (1993)
-3.7273177110634457,-0.004471781630102266,0,Robin Hood: Men in Tights (1993)
-0.057225393587052385,-0.027603873545289155,2,Romeo Is Bleeding (1993)
-0.14199637878111604,0.9668464832780654,2,Rudy (1993)
9.31850057080419,1.5687225507372355,1,Schindler's List (1993)
1.31554456074787,-0.1336787726100904,2,Searching for Bobby Fischer (1993)
0.036737006785098066,-0.45550769438247807,2,"Secret Garden, The (1993)"
-1.5257217078133516,-0.5679965564487662,0,Serial Mom (1994)
-1.6770734955613267,-0.6302475218649701,0,"Shadow, The (1994)"
0.39932980001926516,0.14096566736830368,2,Shadowlands (1993)
1.1025902026818764,-0.9021432421974227,2,Short Cuts (1993)
0.040129573387946635,0.2631530142529532,2,Sirens (1994)
0.3840417135702459,-0.41105901909628934,2,Six Degrees of Separation (1993)
-2.6028781958625484,1.441408101247944,0,Sleepless in Seattle (1993)
-2.030454274620217,-0.06726523798597397,0,Sliver (1993)
8.511634690435876,-3.432960436066266,1,Blade Runner (1982)
-0.988378368086785,-0.3551414678886288,2,Son in Law (1993)
-0.3099443548479621,-0.30775499783784366,2,So I Married an Axe Murderer (1993)
-0.8310010050539531,-0.8312554280262455,2,Striking Distance (1993)
-4.9670000410378465,-1.566862617287849,0,Super Mario Bros. (1993)
-0.6682693264653025,-1.0387228167353084,2,Terminal Velocity (1994)
-0.5342083020083152,-0.3593206688375381,2,Threesome (1994)
4.2879603384667355,-0.896702760554882,1,"Nightmare Before Christmas, The (1993)"
-1.7125643462288886,0.8719649977662117,0,"Three Musketeers, The (1993)"
1.5584077045706932,1.169420010886352,2,Tombstone (1993)
2.9062653974573323,-0.045295354198799986,2,True Romance (1993)
1.1194875309729873,-1.00496243758594,2,Welcome to the Dollhouse (1995)
-0.9081972313951097,-0.18052808937151638,2,Little Big League (1994)
-0.7677380721516944,-0.07636326189624765,2,"Little Rascals, The (1994)"
0.42793528098466194,-0.2891661124726897,2,"Celluloid Closet, The (1995)"
-3.460043104667552,-2.3557190640571446,0,"Brady Bunch Movie, The (1995)"
-5.693468642960016,4.065553599143428,0,Home Alone (1990)
-3.149584364237263,3.389321088832481,0,Ghost (1990)
2.015909243856366,4.1284492437372675,2,Aladdin (1992)
8.170524795021862,4.15962991997331,1,Terminator 2: Judgment Day (1991)
0.5971085603192257,1.6347118035770793,2,Dances with Wolves (1990)
1.9487272258093125,2.2401470038702276,2,Batman (1989)
10.871699486447431,0.9462782324320385,1,"Silence of the Lambs, The (1991)"
0.7759867676017771,1.3238811238290584,2,Snow White and the Seven Dwarfs (1937)
0.945696390600328,3.563218827587038,2,Beauty and the Beast (1991)
0.26805417133047377,1.0771240070840917,2,Pinocchio (1940)
-5.123978277209748,4.69129295792191,0,Pretty Woman (1990)
0.8857893173217335,-0.32581122695394765,2,"Wild Bunch, The (1969)"
-0.7187108180907221,-0.09568265637662235,2,One Fine Day (1996)
-0.4384795317980258,-0.06571169526757879,2,Candyman: Farewell to the Flesh (1995)
8.54004771141289,-2.8634246078044825,1,Fargo (1996)
-1.1191804078750256,-0.18066027029903187,2,Homeward Bound II: Lost in San Francisco (1996)
-0.9538617087213317,0.5671278303757346,2,Heavy Metal (1981)
-0.7426094753818867,0.12014540057731748,2,Hellraiser: Bloodline (1996)
-0.6032076752355683,0.23097194332392945,2,"Pallbearer, The (1996)"
-0.37228043239671943,-0.6448978106314929,2,Jane Eyre (1996)
-0.7440296954913888,0.2977806046345226,2,"Aristocats, The (1970)"
0.142979660737033,0.2604423383517745,2,"Last Supper, The (1995)"
1.3212524922101245,1.0898358776604085,2,Primal Fear (1996)
-0.4248508533161659,-0.14383135155163496,2,All Dogs Go to Heaven 2 (1996)
-1.5697501834224716,-0.29708475193641615,0,Sgt. Bilko (1996)
-0.7103174676342707,-0.41492655218286817,2,Diabolique (1996)
0.08918212034116868,0.8093431417793631,2,Courage Under Fire (1996)
-3.384323635799306,3.430267825603087,0,Mission: Impossible (1996)
-3.5923508482500215,-0.38903555082890534,0,Dragonheart (1996)
-1.1445910500498055,-0.4393109023244723,2,James and the Giant Peach (1996)
-0.6300302975516466,0.14344345202879533,2,Fear (1996)
0.0669339206172399,-0.15924043495867513,2,Kids in the Hall: Brain Candy (1996)
0.24604364710180202,0.019335326976109297,2,Mystery Science Theater 3000: The Movie (1996)
-6.557962577664502,-1.4693014113324003,0,Space Jam (1996)
-0.6911410447484506,-0.49957010704359683,2,Barbarella (1968)
0.508425202873496,-0.4328485197183761,2,Some Folks Call It a Sling Blade (1993)
-1.1349105533915318,-0.9090010123918107,2,Operation Dumbo Drop (1995)
-0.5128119139858323,-0.0777301022093811,2,"Substitute, The (1996)"
-0.9201055528355414,-0.5142351776376206,2,"Quest, The (1996)"
-0.6933181787970912,-0.09594819624740986,2,Mulholland Falls (1996)
-0.9246953308093091,-0.4847639584427049,2,"Truth About Cats & Dogs, The (1996)"
-0.6185562946910378,-0.053250701563869796,2,Oliver & Company (1988)
-1.634067251566782,-0.9449708683158116,0,Flipper (1996)
1.7643291387391742,-2.0830624700501277,2,Dead Man (1995)
-2.4728970504447045,-1.5636152682738054,0,Multiplicity (1996)
1.8163459214690507,-0.7380606775457628,2,Wallace & Gromit: The Best of Aardman Animation (1996)
-1.6488449170454043,-0.1932379908024316,0,"Craft, The (1996)"
-0.5516779143381959,-0.2140609631197517,2,"Great White Hype, The (1996)"
0.2727474156418066,-0.1164405931981785,2,Cold Comfort Farm (1995)
-1.4878128242323074,5.272541095493005,2,"Rock, The (1996)"
-8.592559520575671,4.0449451449767295,0,Twister (1996)
-4.463844768906836,-1.1494460395106982,0,Barb Wire (1996)
1.9871561728620464,-0.29733400713687397,2,Ghost in the Shell (Kôkaku kidôtai) (1995)
-1.602480513801156,-0.4705020060513432,0,Thinner (1996)
-2.887081677500781,-0.30136800560875276,0,Spy Hard (1996)
3.5287562140424718,-0.2492211374397079,1,Wallace & Gromit: A Close Shave (1995)
-0.6562752036076501,-0.06126129907798876,2,"Arrival, The (1996)"
8.63496421845183,-5.144926708096129,1,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
-3.0604787837141365,-0.7452089364663231,0,"Phantom, The (1996)"
-6.010760176606001,-1.291399583496798,0,Striptease (1996)
-2.517064410792433,-1.3488753143730228,0,Jack (1996)
-0.08891016179556399,-0.024042537298965487,2,I Shot Andy Warhol (1996)
7.567409603110742,-3.636465294284473,1,Trainspotting (1996)
-8.962943311660908,9.713318591012182,0,Independence Day (a.k.a. ID4) (1996)
-0.2661278540183281,-0.3113826272317152,2,Stealing Beauty (1996)
-1.3156232706022402,-0.07964680169795434,2,"Fan, The (1996)"
-1.4959831003318638,0.13437559767565585,2,"Hunchback of Notre Dame, The (1996)"
-5.722831421216803,-1.7550709128738389,0,"Cable Guy, The (1996)"
-2.1093520468308316,-0.5146842044970344,0,Kingpin (1996)
-5.521282128904869,0.32818537480329263,0,Eraser (1996)
-9.513758009254104,1.1036488650207847,0,"Nutty Professor, The (1996)"
-2.190618382357365,-0.9000641706908716,0,Daylight (1996)
0.5950377587173327,0.008739332333230638,2,"Frighteners, The (1996)"
0.7235573426716476,-0.9285239297140081,2,Lone Star (1996)
-0.23325599490754342,-0.08736456853393745,2,Harriet the Spy (1996)
-2.856422439205367,0.3565844137168613,0,Phenomenon (1996)
-0.7918774538950627,0.03937531105159632,2,She's the One (1996)
-0.16823397276106977,1.3314738930096817,2,"Time to Kill, A (1996)"
-1.5170032331072516,-0.9393590947681135,0,Kazaam (1996)
-1.5329653025280094,-1.7416147328075697,0,"Very Brady Sequel, A (1996)"
-0.3258523577725137,-0.13736550657605892,2,"Adventures of Pinocchio, The (1996)"
-1.0890967373027216,-0.6059303114798177,2,Joe's Apartment (1996)
