title,genres,rating,adjusted_rating,userId
Stargate (1994),Action|Adventure|Sci-Fi,3.0,0.09527972027972043,70201
Bitter Moon (1992),Drama|Film-Noir|Romance,3.0,0.09527972027972043,70201
Snow White and the Seven Dwarfs (1937),Animation|Children|Drama|Fantasy|Musical,3.5,0.5952797202797204,70201
Pinocchio (1940),Animation|Children|Fantasy|Musical,4.0,1.0952797202797204,70201
Barbarella (1968),Adventure|Comedy|Sci-Fi,3.0,0.09527972027972043,70201
Ghost in the Shell (Kôkaku kidôtai) (1995),Animation|Sci-Fi,3.0,0.09527972027972043,70201
"Hunchback of Notre Dame, The (1996)",Animation|Children|Drama|Musical|Romance,4.0,1.0952797202797204,70201
Breakfast at Tiffany's (1961),Drama|Romance,3.5,0.5952797202797204,70201
"20,000 Leagues Under the Sea (1954)",Adventure|Drama|Sci-Fi,3.0,0.09527972027972043,70201
Robin Hood: Prince of Thieves (1991),Adventure|Drama,3.0,0.09527972027972043,70201
Die Hard (1988),Action|Crime|Thriller,3.5,0.5952797202797204,70201
"Long Kiss Goodnight, The (1996)",Action|Drama|Thriller,3.0,0.09527972027972043,70201
William Shakespeare's Romeo + Juliet (1996),Drama|Romance,3.5,0.5952797202797204,70201
Monty Python's Life of Brian (1979),Comedy,4.0,1.0952797202797204,70201
Victor/Victoria (1982),Comedy|Musical|Romance,3.5,0.5952797202797204,70201
Rebel Without a Cause (1955),Drama,4.0,1.0952797202797204,70201
"Return of the Pink Panther, The (1975)",Comedy|Crime,3.5,0.5952797202797204,70201
Star Wars: Episode V - The Empire Strikes Back (1980),Action|Adventure|Sci-Fi,4.5,1.5952797202797204,70201
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),Action|Adventure,3.5,0.5952797202797204,70201
Lawrence of Arabia (1962),Adventure|Drama|War,4.0,1.0952797202797204,70201
Apocalypse Now (1979),Action|Drama|War,4.0,1.0952797202797204,70201
Star Wars: Episode VI - Return of the Jedi (1983),Action|Adventure|Sci-Fi,4.0,1.0952797202797204,70201
"Wings of Desire (Himmel über Berlin, Der) (1987)",Drama|Fantasy|Romance,3.0,0.09527972027972043,70201
"Blues Brothers, The (1980)",Action|Comedy|Musical,3.5,0.5952797202797204,70201
"Boot, Das (Boat, The) (1981)",Action|Drama|War,4.0,1.0952797202797204,70201
"Seventh Seal, The (Sjunde inseglet, Det) (1957)",Drama,4.0,1.0952797202797204,70201
"Femme Nikita, La (Nikita) (1990)",Action|Crime|Romance|Thriller,3.0,0.09527972027972043,70201
"Day the Earth Stood Still, The (1951)",Drama|Sci-Fi|Thriller,4.0,1.0952797202797204,70201
Fried Green Tomatoes (1991),Comedy|Crime|Drama,3.5,0.5952797202797204,70201
Akira (1988),Action|Adventure|Animation|Sci-Fi,3.5,0.5952797202797204,70201
Highlander (1986),Action|Adventure|Fantasy,3.5,0.5952797202797204,70201
This Is Spinal Tap (1984),Comedy,3.5,0.5952797202797204,70201
Indiana Jones and the Last Crusade (1989),Action|Adventure,3.5,0.5952797202797204,70201
"Unbearable Lightness of Being, The (1988)",Drama,3.5,0.5952797202797204,70201
Dracula (Bram Stoker's Dracula) (1992),Fantasy|Horror|Romance|Thriller,4.5,1.5952797202797204,70201
"Bride of Frankenstein, The (Bride of Frankenstein) (1935)",Drama|Horror|Sci-Fi,4.5,1.5952797202797204,70201
Jaws (1975),Action|Horror,3.0,0.09527972027972043,70201
Lost Highway (1997),Crime|Drama|Fantasy|Film-Noir|Mystery|Romance,4.5,1.5952797202797204,70201
Chasing Amy (1997),Comedy|Drama|Romance,3.5,0.5952797202797204,70201
Sliding Doors (1998),Drama|Romance,3.0,0.09527972027972043,70201
Anastasia (1997),Adventure|Animation|Children|Drama|Musical,3.5,0.5952797202797204,70201
Good Will Hunting (1997),Drama|Romance,4.5,1.5952797202797204,70201
Dark City (1998),Adventure|Film-Noir|Sci-Fi|Thriller,4.0,1.0952797202797204,70201
"Misérables, Les (1998)",Crime|Drama|Romance|War,3.0,0.09527972027972043,70201
Mulan (1998),Adventure|Animation|Children|Comedy|Drama|Musical|Romance,3.0,0.09527972027972043,70201
Pi (1998),Drama|Sci-Fi|Thriller,3.0,0.09527972027972043,70201
West Side Story (1961),Drama|Musical|Romance,3.5,0.5952797202797204,70201
Driving Miss Daisy (1989),Drama,3.5,0.5952797202797204,70201
Metropolis (1927),Drama|Sci-Fi,4.5,1.5952797202797204,70201
Lolita (1997),Drama|Romance,3.0,0.09527972027972043,70201
"Jungle Book, The (1967)",Animation|Children|Comedy|Musical,3.0,0.09527972027972043,70201
Lady and the Tramp (1955),Animation|Children|Comedy|Romance,3.5,0.5952797202797204,70201
"Little Mermaid, The (1989)",Animation|Children|Comedy|Musical|Romance,3.5,0.5952797202797204,70201
Peter Pan (1953),Animation|Children|Fantasy|Musical,3.0,0.09527972027972043,70201
Sleeping Beauty (1959),Animation|Children|Musical,3.0,0.09527972027972043,70201
"Lord of the Rings, The (1978)",Adventure|Animation|Children|Fantasy,3.5,0.5952797202797204,70201
Watership Down (1978),Adventure|Animation|Children|Drama|Fantasy,3.0,0.09527972027972043,70201
"Gods Must Be Crazy, The (1980)",Adventure|Comedy,3.0,0.09527972027972043,70201
"Producers, The (1968)",Comedy,3.5,0.5952797202797204,70201
History of the World: Part I (1981),Comedy|Musical,4.0,1.0952797202797204,70201
2010: The Year We Make Contact (1984),Sci-Fi,3.0,0.09527972027972043,70201
Elizabeth (1998),Drama,3.0,0.09527972027972043,70201
"Prince of Egypt, The (1998)",Animation|Musical,3.0,0.09527972027972043,70201
Shakespeare in Love (1998),Comedy|Drama|Romance,3.0,0.09527972027972043,70201
Pale Rider (1985),Western,4.0,1.0952797202797204,70201
Rocky II (1979),Action|Drama,3.0,0.09527972027972043,70201
"Fly, The (1986)",Drama|Horror|Sci-Fi|Thriller,3.0,0.09527972027972043,70201
"Texas Chainsaw Massacre, The (1974)",Horror,3.5,0.5952797202797204,70201
"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller,3.5,0.5952797202797204,70201
eXistenZ (1999),Action|Sci-Fi|Thriller,3.5,0.5952797202797204,70201
Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,3.0,0.09527972027972043,70201
"Mummy, The (1932)",Horror|Romance,3.5,0.5952797202797204,70201
Dracula (1931),Horror,4.5,1.5952797202797204,70201
Frankenstein (1931),Drama|Horror|Sci-Fi,3.5,0.5952797202797204,70201
"Rocky Horror Picture Show, The (1975)",Comedy|Horror|Musical|Sci-Fi,3.5,0.5952797202797204,70201
"War of the Worlds, The (1953)",Action|Drama|Sci-Fi,3.0,0.09527972027972043,70201
"Thirteenth Floor, The (1999)",Drama|Sci-Fi|Thriller,4.5,1.5952797202797204,70201
American Pie (1999),Comedy|Romance,3.0,0.09527972027972043,70201
Eyes Wide Shut (1999),Drama|Mystery|Thriller,4.5,1.5952797202797204,70201
Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,3.5,0.5952797202797204,70201
Ghostbusters II (1989),Comedy|Fantasy|Sci-Fi,3.0,0.09527972027972043,70201
Mystery Men (1999),Action|Comedy|Fantasy,3.0,0.09527972027972043,70201
"Little Shop of Horrors, The (1960)",Comedy|Horror,3.0,0.09527972027972043,70201
Detroit Rock City (1999),Comedy,4.0,1.0952797202797204,70201
Monty Python's And Now for Something Completely Different (1971),Comedy,3.0,0.09527972027972043,70201
"Astronaut's Wife, The (1999)",Horror|Sci-Fi|Thriller,3.0,0.09527972027972043,70201
Excalibur (1981),Adventure|Fantasy,3.0,0.09527972027972043,70201
High Plains Drifter (1973),Western,4.0,1.0952797202797204,70201
From Russia with Love (1963),Action|Adventure|Thriller,3.0,0.09527972027972043,70201
Dr. No (1962),Action|Adventure|Thriller,3.0,0.09527972027972043,70201
"Straight Story, The (1999)",Adventure|Drama,3.5,0.5952797202797204,70201
Princess Mononoke (Mononoke-hime) (1997),Action|Adventure|Animation|Drama|Fantasy,3.0,0.09527972027972043,70201
"World Is Not Enough, The (1999)",Action|Adventure|Thriller,3.0,0.09527972027972043,70201
Easy Rider (1969),Adventure|Drama,4.0,1.0952797202797204,70201
Galaxy Quest (1999),Adventure|Comedy|Sci-Fi,3.0,0.09527972027972043,70201
Batman: Mask of the Phantasm (1993),Animation|Children,3.5,0.5952797202797204,70201
Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,3.0,0.09527972027972043,70201
"Beach, The (2000)",Adventure|Drama,3.0,0.09527972027972043,70201
Erin Brockovich (2000),Drama,3.5,0.5952797202797204,70201
Ladyhawke (1985),Adventure|Fantasy|Romance,3.0,0.09527972027972043,70201
Misery (1990),Drama|Horror|Thriller,4.0,1.0952797202797204,70201
American Psycho (2000),Crime|Horror|Mystery|Thriller,3.5,0.5952797202797204,70201
"Road Warrior, The (Mad Max 2) (1981)",Action|Adventure|Sci-Fi,4.0,1.0952797202797204,70201
Mad Max Beyond Thunderdome (1985),Action|Adventure|Sci-Fi,3.5,0.5952797202797204,70201
"Patriot, The (2000)",Action|Drama|War,3.0,0.09527972027972043,70201
Footloose (1984),Drama,3.0,0.09527972027972043,70201
Almost Famous (2000),Drama,4.0,1.0952797202797204,70201
Hellraiser (1987),Horror,3.0,0.09527972027972043,70201
"Invisible Man, The (1933)",Horror|Sci-Fi,4.0,1.0952797202797204,70201
Requiem for a Dream (2000),Drama,3.5,0.5952797202797204,70201
Billy Elliot (2000),Drama,3.5,0.5952797202797204,70201
Quills (2000),Drama|Romance,4.0,1.0952797202797204,70201
Transformers: The Movie (1986),Adventure|Animation|Children|Sci-Fi,3.0,0.09527972027972043,70201
"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,3.0,0.09527972027972043,70201
Pollock (2000),Drama,3.5,0.5952797202797204,70201
Blow (2001),Crime|Drama,3.0,0.09527972027972043,70201
Bridget Jones's Diary (2001),Comedy|Drama|Romance,3.0,0.09527972027972043,70201
Moulin Rouge (2001),Drama|Musical|Romance,3.5,0.5952797202797204,70201
Hedwig and the Angry Inch (2000),Comedy|Drama|Musical,4.0,1.0952797202797204,70201
Jay and Silent Bob Strike Back (2001),Adventure|Comedy,3.5,0.5952797202797204,70201
"Wicker Man, The (1973)",Drama|Horror|Mystery|Thriller,3.5,0.5952797202797204,70201
Ocean's Eleven (a.k.a. Ocean's 11) (1960),Comedy|Crime,4.0,1.0952797202797204,70201
And Your Mother Too (Y tu mamá también) (2001),Drama|Romance,3.5,0.5952797202797204,70201
Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX,3.0,0.09527972027972043,70201
Top Secret! (1984),Comedy,4.0,1.0952797202797204,70201
Secretary (2002),Comedy|Drama|Romance,3.0,0.09527972027972043,70201
My Neighbor Totoro (Tonari no Totoro) (1988),Animation|Children|Drama|Fantasy,3.5,0.5952797202797204,70201
"Recruit, The (2003)",Action|Thriller,3.0,0.09527972027972043,70201
Monty Python Live at the Hollywood Bowl (1982),Comedy,3.5,0.5952797202797204,70201
Freddy vs. Jason (2003),Action|Horror|Thriller,3.0,0.09527972027972043,70201
"Pink Panther, The (1963)",Comedy|Crime,3.5,0.5952797202797204,70201
Monty Python's The Meaning of Life (1983),Comedy,3.5,0.5952797202797204,70201
Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984),Adventure|Animation|Drama|Fantasy|Sci-Fi,4.5,1.5952797202797204,70201
Infernal Affairs (Mou gaan dou) (2002),Crime|Drama|Thriller,4.0,1.0952797202797204,70201
National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller,3.0,0.09527972027972043,70201
Battlestar Galactica (2003),Drama|Sci-Fi|War,4.0,1.0952797202797204,70201
"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi,3.0,0.09527972027972043,70201
Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy,3.0,0.09527972027972043,70201
Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,4.0,1.0952797202797204,70201
Cinderella Man (2005),Drama|Romance,3.0,0.09527972027972043,70201
"March of the Penguins (Marche de l'empereur, La) (2005)",Documentary,3.5,0.5952797202797204,70201
Serenity (2005),Action|Adventure|Sci-Fi,4.0,1.0952797202797204,70201
"Brothers Grimm, The (2005)",Comedy|Fantasy|Horror|Thriller,3.0,0.09527972027972043,70201
"Constant Gardener, The (2005)",Drama|Thriller,3.0,0.09527972027972043,70201
Saw II (2005),Horror|Thriller,3.5,0.5952797202797204,70201
Pride & Prejudice (2005),Drama|Romance,3.0,0.09527972027972043,70201
Match Point (2005),Crime|Drama|Romance,3.0,0.09527972027972043,70201
Memoirs of a Geisha (2005),Drama|Romance,3.0,0.09527972027972043,70201
16 Blocks (2006),Crime|Thriller,3.5,0.5952797202797204,70201
"Da Vinci Code, The (2006)",Drama|Mystery|Thriller,3.5,0.5952797202797204,70201
Clerks II (2006),Comedy,4.0,1.0952797202797204,70201
Saw III (2006),Crime|Horror|Thriller,3.5,0.5952797202797204,70201
Perfume: The Story of a Murderer (2006),Crime|Drama|Thriller,3.5,0.5952797202797204,70201
Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,3.0,0.09527972027972043,70201
Letters from Iwo Jima (2006),Drama|War,4.0,1.0952797202797204,70201
Transformers (2007),Action|Sci-Fi|Thriller|IMAX,3.5,0.5952797202797204,70201
"Man from Earth, The (2007)",Drama|Sci-Fi,3.5,0.5952797202797204,70201
National Treasure: Book of Secrets (2007),Action|Adventure,3.0,0.09527972027972043,70201
Changeling (2008),Crime|Drama|Mystery,4.0,1.0952797202797204,70201
Dr. Horrible's Sing-Along Blog (2008),Comedy|Drama|Musical|Sci-Fi,4.0,1.0952797202797204,70201
Angels & Demons (2009),Crime|Drama|Mystery|Thriller,3.0,0.09527972027972043,70201
Transformers: Revenge of the Fallen (2009),Action|Adventure|Sci-Fi|IMAX,3.0,0.09527972027972043,70201
9 (2009),Adventure|Animation|Sci-Fi,3.0,0.09527972027972043,70201
Shutter Island (2010),Drama|Mystery|Thriller,4.5,1.5952797202797204,70201
Limitless (2011),Sci-Fi|Thriller,3.5,0.5952797202797204,70201
